location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
6,7,1,0,1,0,3,0,0,0,1,1,0,1
3,7,1,3,1,1,1,0,1,0,1,0,0,0
0,7,1,3,1,1,0,0,1,0,1,0,0,0
20,7,1,4,1,0,3,0,0,0,1,0,0,1
13,7,1,1,1,0,3,0,1,0,1,1,1,1
11,7,0,3,1,0,3,0,0,0,1,0,0,1
7,7,1,3,1,1,0,0,1,1,1,0,0,0
4,7,1,2,1,1,1,1,2,1,1,1,0,0
21,7,1,4,1,1,1,0,1,0,1,1,0,0
1,7,1,2,1,0,3,0,0,0,1,0,0,0
33,7,0,2,1,1,0,2,2,1,1,0,0,0
12,7,1,0,1,0,3,0,2,1,1,1,1,1
35,7,1,3,1,0,3,2,2,2,1,1,1,1
41,7,1,3,1,0,3,2,2,1,1,1,0,1
8,7,0,0,1,1,1,0,1,0,1,1,0,0
12,7,1,0,1,0,3,1,2,1,1,0,0,0
6,7,1,3,1,1,2,2,2,1,1,0,0,1
25,7,0,1,1,1,2,0,1,0,1,1,0,1
5,7,0,3,1,1,1,0,1,2,1,1,0,0
13,7,1,3,1,1,0,1,2,1,1,0,1,1
9,7,0,3,1,0,3,0,0,0,1,1,0,0
15,7,1,1,1,1,1,1,2,1,1,0,0,0
7,7,0,1,1,0,3,2,2,1,1,1,0,1
2,7,0,3,1,1,1,2,2,1,1,1,0,0
38,7,0,2,1,0,3,0,2,1,1,0,0,1
43,7,1,3,1,0,3,2,2,1,1,0,1,1
16,7,0,3,1,1,2,2,1,1,1,0,0,0
10,7,1,1,1,1,0,2,1,1,1,1,0,0
8,7,0,2,1,0,3,2,1,1,1,1,0,0
3,7,1,3,1,0,3,1,2,1,1,0,0,0
38,7,1,1,1,0,3,0,2,1,1,1,0,0
17,7,0,3,1,1,0,1,2,1,1,1,0,0
6,7,0,1,1,1,2,0,1,0,1,1,0,0
11,7,1,1,1,0,3,2,2,1,1,0,0,0
9,7,0,1,1,0,3,2,2,1,1,0,0,0
4,7,1,2,1,0,3,1,2,1,1,1,0,0
25,7,1,0,1,1,0,1,2,1,1,1,1,1
39,7,1,1,1,0,3,1,2,1,1,0,1,1
18,7,0,3,1,1,2,1,2,1,1,1,0,1
12,7,1,1,1,1,0,0,0,0,1,0,0,0
10,7,1,0,1,0,3,0,1,0,1,1,0,0
6,7,0,1,1,0,3,0,0,0,1,1,0,1
25,7,1,4,1,1,2,0,0,0,1,0,0,0
33,7,0,3,1,1,2,1,2,1,1,0,0,1
19,7,0,2,1,0,3,2,1,1,1,1,0,1
13,7,1,0,1,1,0,2,2,1,1,0,0,0
22,7,0,3,1,1,1,1,1,1,1,1,0,0
11,7,1,3,1,1,1,2,2,1,1,1,0,1
7,7,1,3,1,1,2,1,2,1,1,0,0,0
38,7,1,0,1,1,2,0,1,0,1,1,0,0
20,7,1,0,1,0,3,2,2,1,1,0,1,0
16,7,1,3,1,0,3,0,1,0,1,1,0,0
12,7,1,0,1,0,3,0,0,0,1,1,0,1
8,7,1,3,1,0,3,0,1,0,1,1,0,1
28,7,1,3,1,1,2,2,1,1,1,1,0,0
29,7,0,3,1,0,3,0,0,0,1,0,0,1
21,7,1,3,1,0,3,0,0,0,1,1,1,1
14,7,0,3,1,1,0,0,2,1,1,0,0,1
17,7,0,3,1,1,2,1,2,1,1,0,0,0
13,7,0,2,1,0,3,0,0,0,1,1,0,1
9,7,1,3,1,0,3,0,0,0,1,0,0,1
42,7,1,1,1,1,1,2,2,1,1,1,0,0
28,7,1,3,1,1,2,1,1,1,1,1,1,1
37,7,0,3,1,1,1,2,2,1,1,0,0,0
23,7,1,1,1,1,2,0,1,0,1,1,1,1
18,7,1,1,1,0,3,0,1,0,1,0,0,1
36,7,1,2,1,1,2,2,2,1,1,1,1,0
16,7,1,4,1,0,3,2,2,1,1,1,0,1
33,7,0,0,1,0,3,0,2,1,1,1,0,1
3,7,0,1,1,0,3,2,2,1,1,0,0,1
